OpID,OpName,PVop,ProcessDesc,PSInto,PSIntoOther,PSOut,PSOutOther,PSIn,PSInOther,NoPrev,OpType,IoE,OpNumWorkers,NumWorkersExpDaysPerYear,MassBalDisc1,MassBalDisc2,Basis,GSS_XmoProd,GSS_Yprod,GSS_NS,WaterRelBasis,InhExpBasis,AddNotesRelSummary,AddNotesExpSummary,DerExpBasis,OpOrder,NWdefault,NWestimated,NWbasis,NWbasisEnabled,GSS_PDF,ScenarioID
3,Use: Chemical Vapor Deposition in the Semiconductor Industry (gas),1.00000000e+04,"CVD precursors shipped to end users in air-tight cylinders (gas, 100%) --> Cylinders connected to gas delivery system --> CVD precursor flows to reaction chamber --> Precursor reacted/consumed (30-50%) --> Unreacted precursors flow to abatement system (50-70%)(per ESD).",,,,,,,-1,1,0,0,0,0,0,"The September 2014 Emission Scenario Document (ESD) on Chemical Vapor Deposition (CVD) in the Semiconductor Industry provides default values of 360 operating days/year; 100% chemical of interest in precursor; and 2.8 kg CVD precursor/site-day. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"Per the ESD on Chemical Vapor Deposition in the Semiconductor Industry, CVD precursors are supplied in stainless steel, carbon steel, aluminum, or electroless nickel coated carbon steel containers (typically 16-gal). Empty containers are typically returned to the manufacturers for cleaning and refilling using custom designed equipment in a clean room environment. Therefore, environmental releases associated with container cleaning occur at the chemical supplier site, rather than at the semiconductor site. ","The ESD indicates that empty CVD cylinders are shipped back to the supplier for cleaning and refilling. Therefore, there is no worker exposure associated with container cleaning at the semiconductor site. Additionally, worker exposure to CVD precursors is not expected at semiconductor facilities because extensive controls, leak detection, and integrated safety locks are in place for the following potential exposure activities: Raw Material (CVD precursor) Loading and Unloading; CVD Process; CVD Chamber Cleaning; and Chamber Maintenance. Because high chemical purity and tight process controls are critical in achieving the desired deposition conditions and film quality, engineering controls are expected to be used to prevent any process leaks; these controls in turn minimize exposure (per ESD). There is no opportunity for direct, routine handling of or exposure to CVD precursor during semiconductor manufacturing. ",,,"The ESD indicates that empty CVD cylinders are shipped back to the supplier for cleaning and refilling. Therefore, there is no worker exposure associated with container cleaning at the semiconductor site. Additionally, worker exposure to CVD precursors is not expected at semiconductor facilities because extensive controls, leak detection, and integrated safety locks are in place for the following potential exposure activities: Raw Material (CVD precursor) Loading and Unloading; CVD Process; CVD Chamber Cleaning; and Chamber Maintenance. Because high chemical purity and tight process controls are critical in achieving the desired deposition conditions and film quality, engineering controls are expected to be used to prevent any process leaks; these controls in turn minimize exposure (per ESD). There is no opportunity for direct, routine handling of or exposure to CVD precursor during semiconductor manufacturing. ",0,0,0,"The ESD on Chemical Vapor Deposition in the Semiconductor Industry conservatively estimates approximately 19 production workers/facility could be involved in CVD. However, none of these production workers would be exposed to CVD precursors.         ",1.0,\Help\Chemical_Vapor_Deposition_2014.pdf,91
2,Use: Carbonless Copy Paper Coating Formulation and Application (non-volatile liquid),2.38625000e+06,"Liquid Raw Material received in Bulk Containers (23% PMN) --> Raw Material Unloading --> Acid Developer Formulation OR Microcapsule Slurry Formulation --> Carbonless Copy Paper (CCP) Coating (liquid, 2.3% PMN) --> Product Finishing --> Final CCP Product (per ESD)",,,,,,,-1,1,0,0,0,0,0,"The November 2012 Emission Scenario Document (ESD) on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings provides default values of 250 operating days/year; 23% in coating formulation; 2.3% in coated paper, and 41,500 kg coating/site-day. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per ESD on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings, on-site wastewater treatment activities at carbonless copy paper (CCP) manufacturing facilities may include ultrafiltration, activated sludge, aeration, clarification (coagulation followed by settling) and powdered activated carbon. On-site treatment creates two waste streams: treated aqueous waste containing a low concentration of chemical of interest and the concentrated solids removed from the wastewater. The treated aqueous waste may be discharged directly to the environment or discharged to a POTW, while the concentrated waste is typically sent to landfill or land applied. Thermal paper manufacturing facilities typically treat wastewater using primary clarification, from which the solids stream is generally routed to a landfill, but may be incinerated at some facilities. Converter sites may not have on-site wastewater treatment and may instead discharge without treatment directly to a POTW. To conservatively assess water releases from a CCP manufacturing site, the default treatment efficiency is not used to estimate releases.",Note that the ESD specifies inhalation exposures from Roll Coating and Product Finishing activities.,,,"Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Liquid Chemicals; (2) Cleaning Empty Transport Containers; (3) Equipment Cleaning; (4) Coating Operations; and (5) Product Finishing. Since the exposure estimates are the same for all of the activities (EPA/OPPT 2-Hand Dermal Contact with Liquid Model), this scenario presents one exposure for all workers. ",0,270,270,"The ESD on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings conservatively estimates exposure for up to 90 workers per site while performing CCP process activities; 12 workers from raw material unloading, 30 workers from coating operation, and 48 workers from product finishing. This estimate may also be used for thermal paper manufacturing activities since CCP manufacturing sites commonly also produce thermal paper. It can be conservatively assumed that all workers are exposed during each activity.         ",0.0,\Help\Thermal_and_CCP_2012.pdf,92
2,Use: Carbonless Copy Paper Coating Formulation and Application (solid particulate),2.38625000e+06,"Solid Raw Materials received in Bags or Supersacks (23% PMN) --> Raw Material Unloading --> Acid Developer Formulation OR Microcapsule Slurry Formulation --> Carbonless Copy Paper (CCP) Coating (liquid, 2.3% PMN) --> Product Finishing --> Final CCP Product (per ESD)",,,,,,,-1,1,0,0,0,0,0,"The November 2012 Emission Scenario Document (ESD) on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings provides default values of 250 operating days/year; 23% in coating formulation; 2.3% in coated paper, and 41,500 kg coating/site-day. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per ESD on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings, on-site wastewater treatment activities at carbonless copy paper (CCP) manufacturing facilities may include ultrafiltration, activated sludge, aeration, clarification (coagulation followed by settling) and powdered activated carbon. On-site treatment creates two waste streams: treated aqueous waste containing a low concentration of chemical of interest and the concentrated solids removed from the wastewater. The treated aqueous waste may be discharged directly to the environment or discharged to a POTW, while the concentrated waste is typically sent to landfill or land applied. Thermal paper manufacturing facilities typically treat wastewater using primary clarification, from which the solids stream is generally routed to a landfill, but may be incinerated at some facilities. Converter sites may not have on-site wastewater treatment and may instead discharge without treatment directly to a POTW. To conservatively assess water releases from a CCP manufacturing site, the default treatment efficiency is not used to estimate releases.","Note that the ESD specifies inhalation exposures from Unloading Solid Chemicals, Roll Coating and Product Finishing activities.",,,Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Solid Chemicals; (2) Cleaning Empty Transport Containers; (3) Equipment Cleaning; (4) Coating Operations; and (5) Product Finishing. Dermal exposure from activity (1) is estimated using the EPA/OPPT Direct 2-Hand Dermal Contact with Solids Model and the exposure estimates for activities (2) through (5) are estimated using the EPA/OPPT 2-Hand Dermal Contact with Liquid Model. This scenario presents two exposure estimates for all workers.,0,360,360,"The ESD on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings conservatively estimates exposure for up to 90 workers per site while performing CCP process activities; 12 workers from raw material unloading, 30 workers from coating operation, and 48 workers from product finishing. This estimate may also be used for thermal paper manufacturing activities since CCP manufacturing sites commonly also produce thermal paper. It can be conservatively assumed that all workers are exposed during each activity.              ",0.0,\Help\Thermal_and_CCP_2012.pdf,93
2,Use: Thermal Copy Paper Coating Formulation and Application (non-volatile liquid),4.50000000e+05,"Liquid Raw Material received in Bulk Containers (10% PMN) --> Raw Material Unloading --> Thermal Coating Formulation --> Thermal Coating (liquid, 1% PMN) --> Product Finishing --> Final Thermal Paper Product (per ESD).",,,,,,,-1,1,0,0,0,0,0,"The November 2012 Emission Scenario Document (ESD) on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings provides default values of 250 operating days/year; 10% in coating formulation; 1% in coated paper, and 18,000 kg coating/site-day. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per ESD on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings, on site wastewater treatment activities at carbonless copy paper (CCP) manufacturing facilities may include ultrafiltartion, activated sludge, aeration, clarification (coagulation followed by settling) and powdered activated carbon. On site treatment creates two waste streams: treated aqueous waste containing a low concentration of chemical of interest and the concentrated solids removed from the wastewater. The treated aqueous waste may be discharged directly to the environment or discharged to a POTW, while the concentrated waste is typically sent to landfill or land applied. Thermal paper manufacturing facilities typically treat wastewater using primary clarification, from which the solids stream is generally routed to a landfill, but may be incinerated at some facilities. Converter sites may not have on site wastewater treatment and may instead discharge without treatment directly to a POTW. The applicability of the default efficiency to wastewater treatment operations at thermal paper manufacturing sites is not known; therefore, to conservatively assess water releases from a thermal paper manufacturing site, the default treatment efficiency should not be applied without sufficient basis (see ESD for additional details).",Note that the ESD specifies inhalation exposures from Roll Coating and Product Finishing activities.,,,"Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Liquid Chemicals; (2) Cleaning Empty Transport Containers; (3) Equipment Cleaning; (4) Coating Operations; and (5) Product Finishing. Since the exposure estimates are the same for all of the activities (EPA/OPPT 2-Hand Dermal Contact with Liquid Model), this scenario presents one exposure for all workers. ",0,270,270,"The ESD on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings conservatively estimates exposure for up to 90 workers per site while performing CCP process activities; 12 workers from raw material unloading, 30 workers from coating operation, and 48 workers from product finishing. This estimate may also be used for thermal paper manufacturing activities since CCP manufacturing sites commonly also produce thermal paper. It can be conservatively assumed that all workers are exposed during each activity.         ",1.0,\Help\Thermal_and_CCP_2012.pdf,94
2,Use: Thermal Copy Paper Coating Formulation and Application (solid particulate),4.50000000e+05,"Solid Raw Materials received in Bags or Supersacks (10% PMN)--> Raw Material Unloading --> Thermal Coating Formulation --> Thermal Coating (liquid, 1% PMN) --> Product Finishing --> Final Thermal Paper Product (per ESD).",,,,,,,-1,1,0,0,0,0,0,"The November 2012 Emission Scenario Document (ESD) on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings provides default values of 250 operating days/year; 10% in coating formulation; 1% in coated paper, and 18,000 kg coating/site-day. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per ESD on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings, on site wastewater treatment activities at carbonless copy paper (CCP) manufacturing facilities may include ultrafiltartion, activated sludge, aeration, clarification (coagulation followed by settling) and powdered activated carbon. On site treatment creates two waste streams: treated aqueous waste containing a low concentration of chemical of interest and the concentrated solids removed from the wastewater. The treated aqueous waste may be discharged directly to the environment or discharged to a POTW, while the concentrated waste is typically sent to landfill or land applied. Thermal paper manufacturing facilities typically treat wastewater using primary clarification, from which the solids stream is generally routed to a landfill, but may be incinerated at some facilities. Converter sites may not have on site wastewater treatment and may instead discharge without treatment directly to a POTW. The applicability of the default efficiency to wastewater treatment operations at thermal paper manufacturing sites is not known; therefore, to conservatively assess water releases from a thermal paper manufacturing site, the default treatment efficiency should not be applied without sufficient basis (see ESD for additional details).","Note that the ESD specifies inhalation exposures from Unloading Solid Chemicals, Roll Coating, and Product Finishing activities.",,,Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Solid Chemicals; (2) Cleaning Empty Transport Containers; (3) Equipment Cleaning; (4) Coating Operations; and (5) Product Finishing. Dermal exposure fromactivity (1) is estimated using the EPA/OPPT Direct 2-Hand Dermal Contact with Solids Model and the exposure estimates for activities (2) through (5) are estimated using the EPA/OPPT 2-Hand Dermal Contact with Liquid Model. This scenario presents two exposure estimates for all workers.,0,360,360,"The ESD on the Formulation and Application of Thermal and Carbonless Copy Paper Coatings conservatively estimates exposure for up to 90 workers per site while performing CCP process activities; 12 workers from raw material unloading, 30 workers from coating operation, and 48 workers from product finishing. This estimate may also be used for thermal paper manufacturing activities since CCP manufacturing sites commonly also produce thermal paper. It can be conservatively assumed that all workers are exposed during each activity.           ",1.0,\Help\Thermal_and_CCP_2012.pdf,95
2,Processing: Adhesives Formulation (non-volatile liquid),1.46000012e+06,"Solid or Liquid Components (100% PMN - default for unknown component)--> Unloading from Tank Cars, Totes, Drums, or Sacks --> Mixing (Room Temperature) --> Packaging or On-site Storage (PSA) --> Liquid Adhesive Product Sold or Used on-site  (liquid, 85% - default for unknown adhesive)(per ESD).",,,,,,,-1,1,0,0,0,0,0,"The April 2009 Emission Scenario Document (ESD) on the Formulation of Adhesives indicates if both releases and exposures are a concern, then the assessment should assess for both ""Large"" and ""Other"" formulators; EPA recommends that 49% PV be assessed at large sites and 51% PV be assessed at other sites. -- This method should be used if your assessment requires more accurate estimates (see ESD for additional details). The assessment in this IRER uses default values of 4,000 kg adhesive, 365 batches/site-yr; 100% PMN in the raw material; and 85% PMN in the final unknown adhesive product. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per the ESD for the Formulation of Adhesives, product sampling wastes are expected to be released to water, incineration, or landfill; due to the lack of industry-specific data, this release is not estimated. It should be noted that EPA expects releases of the chemical from product sampling activities to be relatively low in comparison to the other sources of release in the adhesive formulation process. Additionally, EPA suggests that an estimated one percent loss rate in the annual production of solvent-based solution adhesives from off-spec product wastes disposed as solids should be assessed to water, incineration, or land. Per ESD, the default adhesive type is water-based; therefore, the present IRER does not present off-spec product releases (see ESD for additional details). ","Per ESD on the Formulation of Adhesives, inhalation exposures are not expected during normal operating conditions for non-volatile chemicals (VP < 0.001 torr).",,,"Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Adhesive Components; (2) Cleaning Empty Adhesive Component Containers; (3) Sampling; (4) Equipment Cleaning; and (5) Adhesive Product Packaging. Since the exposure estimates are the same for all of the activities except sampling (EPA/OPPT 2-Hand Dermal Contact with Liquid Model), this scenario presents one exposure for all workers. The EPA/OPPT 1-Hand Dermal Contact with Liquid Model is suggested for use to estimate dermal exposure from sampling; this scenario does not present this exposure as the EPA/OPPT 2-Hand Dermal Contact with Liquid Model is more conservative and would encompass dermal exposure from this activity. ",0,22,22," The ESD on the Formulation of Adhesives conservatively estimates exposure for up to 22 workers per site while performing adhesive formulation process activities; it can be conservatively estimated that all workers are exposed during each activity, up to a maximum of 250 exposure days per year.         ",1.0,\Help\Adhesive_Formulation_2009.pdf,96
2,Processing: Adhesives Formulation (solid particulate),1.46000012e+06,"Solid or Liquid Components (100% PMN - default for unknown component)--> Unloading from Tank Cars, Totes, Drums, or Sacks --> Mixing (Room Temperature) --> Packaging or On-site Storage (PSA) --> Liquid Adhesive Product Sold or Used on-site  (liquid, 85% - default for unknown adhesive)(per ESD).",,,,,,,-1,1,0,0,0,0,0,"The April 2009 Emission Scenario Document (ESD) on the Formulation of Adhesives indicates if both releases and exposures are a concern, then the assessment should assess for both ""Large"" and ""Other"" formulators; EPA recommends that 49% PV be assessed at large sites and 51% PV be assessed at other sites. -- This method should be used if your assessment requires more accurate estimates (see ESD for additional details). The assessment in this IRER uses default values of 4,000 kg adhesive, 365 batches/site-yr; 100% PMN in the raw material; and 85% PMN in the final unknown adhesive product. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per the ESD for the Formulation of Adhesives, product sampling wastes are expected to be released to water, incineration, or landfill; due to the lack of industry-specific data, this release is not estimated. It should be noted that EPA expects releases of the chemical from product sampling activities to be relatively low in comparison to the other sources of release in the adhesive formulation process. Additionally, EPA suggests that an estimated one percent loss rate in the annual production of solvent-based solution adhesives from off-spec product wastes disposed as solids should be assessed to water, incineration, or land. Per ESD, the default adhesive type is water-based; therefore, the present IRER does not present off-spec product releases (see ESD for additional details). ","Note that the ESD specifies inhalation exposures from the following activities: (1) Unloading Solid Adhesive Components and (2) Cleaning Empty Adhesive Component Containers. Since the exposure estimates are the same for all of the activities (OSHA PNOR PEL Limiting model for amounts > 54 kg/day and EPA/OPPT Small Volume Solids Handling Model for amounts < 54 kg/day), this scenario presents one exposure for all workers.",,,Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Solid Adhesive Components; (2) Cleaning Empty Adhesive Component Containers; (3) Adhesive Product Sampling; (4) Equipment Cleaning; and (5) Packaging. This scenario presents the most conservative dermal exposures (2-Hand Dermal Contact) to solids and liquids. ,0,44,44," The ESD on the Formulation of Adhesives conservatively estimates exposure for up to 22 workers per site while performing adhesive formulation process activities; it can be conservatively estimated that all workers are exposed during each activity, up to a maximum of 250 exposure days per year.         ",1.0,\Help\Adhesive_Formulation_2009.pdf,97
2,Processing: Adhesives Formulation (volatile liquid),1.46000012e+06,"Solid or Liquid Components (100% PMN - default for unknown component)--> Unloading from Tank Cars, Totes, Drums, or Sacks --> Mixing (Room Temperature) --> Packaging or On-site Storage (PSA) --> Liquid Adhesive Product Sold or Used on-site  (liquid, 85% - default for unknown adhesive)(per ESD).",,,,,,,-1,1,0,0,0,0,0,"The April 2009 Emission Scenario Document (ESD) on the Formulation of Adhesives indicates if both releases and exposures are a concern, then the assessment should assess for both ""Large"" and ""Other"" formulators; EPA recommends that 49% PV be assessed at large sites and 51% PV be assessed at other sites. -- This method should be used if your assessment requires more accurate estimates (see ESD for additional details). The assessment in this IRER uses default values of 4,000 kg adhesive, 365 batches/site-yr; 100% PMN in the raw material; and 85% PMN in the final unknown adhesive product. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per the ESD for the Formulation of Adhesives, product sampling wastes are expected to be released to water, incineration, or landfill; due to the lack of industry-specific data, this release is not estimated. It should be noted that EPA expects releases of the chemical from product sampling activities to be relatively low in comparison to the other sources of release in the adhesive formulation process. Additionally, EPA suggests that an estimated one percent loss rate in the annual production of solvent-based solution adhesives from off-spec product wastes disposed as solids should be assessed to water, incineration, or land. Per ESD, the default adhesive type is water-based; therefore, the present IRER does not present off-spec product releases (see ESD for additional details). ","Note that the ESD specifies inhalation exposures for all workers from the following activities: (1) Unloading Adhesive Components; (2) Cleaning Empty Adhesive Component Containers; (3) Vapors During Operation of Open Mixing Vessel; (4) Sampling; (5) Equipment Cleaning; and (6) Adhesive Product Packaging. Since the exposure estimates are the same for all activities (EPA/OPPT Mass Balance Model), this scenario presents one exposure for all workers. ",,,"Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Adhesive Components; (2) Cleaning Empty Adhesive Component Containers; (3) Sampling; (4) Equipment Cleaning; and (5) Adhesive Product Packaging. Since the exposure estimates are the same for all of the activities except sampling (EPA/OPPT 2-Hand Dermal Contact with Liquid Model), this scenario presents one exposure for all workers. The EPA/OPPT 1-Hand Dermal Contact with Liquid Model is suggested for use to estimate dermal exposure from sampling; this scenario does not present this exposure as the EPA/OPPT 2-Hand Dermal Contact with Liquid Model is more conservative and would encompass dermal exposure from this activity. ",0,22,22," The ESD on the Formulation of Adhesives conservatively estimates exposure for up to 22 workers per site while performing adhesive formulation process activities; it can be conservatively estimated that all workers are exposed during each activity, up to a maximum of 250 exposure days per year.         ",1.0,\Help\Adhesive_Formulation_2009.pdf,98
2,"Processing: UVEB Curable Coatings, Inks, and Adhesives Formulation (non-volatile liquid)",1.00000000e+06,"Coating components (liquid, 100% - default if unknown) --> Preheating (optional) --> Unloading from Tank Cars, Totes, or Drums --> Mixing Kettle --> Filter --> Packaging --> UV/EB Coating Product Sold or Used on Site (liquid, 70% - default if unknown).",,,,,,,-1,1,0,0,0,0,0,"The January 2010 Emission Scenario Document (ESD) on the Formulation of Radiation Curable Coatings, Inks, and Adhesives provides default values of 250 operating days/yr; 520 kg radiation curable product/site-batch; 100% PMN in raw material; and 70% in final product (see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per the ESD for the Formulation of Radiation Curable Coatings, Inks, and Adhesives, product sampling wastes are expected to be released to water, incineration, or landfill; due to the lack of industry-specific data, this release is not estimated. It should be noted that EPA expects releases of the chemical from product sampling activities to be relatively low in comparison to the other sources of release in the formulation process. Additionally, EPA indicates the potential for filter waste releases from the radiation curable formulation process, yet there is currently no standard EPA methodology for quantifying the amount of release (see ESD for additional details).","Per the ESD on the Formulation of Radiation Curable Coatings, Inks, and Adhesives, inhalation exposures are not expected during normal operating conditions for non-volatile chemicals (VP < 0.001 torr).",,,"Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Liquid Radiation Curable Components; (2) Cleaning Empty Radiation Curable Component Containers; (3) Sampling; (4) Equipment Cleaning; (5) Filter Media Changeout; and (6) Radiation Curable Product Packaging. Since the exposure estimates are the same for all of the activities except sampling (EPA/OPPT 2-Hand Dermal Contact with Liquid Model), this scenario presents one exposure for all workers. The EPA/OPPT 1-Hand Dermal Contact with Liquid Model is suggested for use to estimate dermal exposure from sampling; this scenario does not present this exposure as the EPA/OPPT 2-Hand Dermal Contact with Liquid Model is more conservative and would encompass dermal exposure from this activity. ",0,312,312,"The ESD on the Formulation of Radiation Curable Coatings, Inks, and Adhesives conservatively estimates exposure for up to 39 workers per site. It can be conservatively estimated that all workers are exposed during each activity.        ",1.0,\Help\Formulatiion_of_UVEB_Coatings_2010.pdf,99
2,"Processing: UVEB Curable Coatings, Inks, and Adhesives Formulation (solid particulate)",1.00000000e+06,"Coating components (solid particulate 100% - default if unknown) --> Preheating (optional) --> Unloading from Tank Cars, Totes, Drums, or Sacks --> Mixing Kettle --> Filter --> Packaging --> UV/EB Coating Product Sold or Used on Site (liquid, 70% - default if unknown).",,,,,,,-1,1,0,0,0,0,0,"The January 2010 Emission Scenario Document (ESD) on the Formulation of Radiation Curable Coatings, Inks, and Adhesives provides default values of 250 operating days/yr; 520 kg radiation curable product/site-batch; 100% PMN in raw material; and 70% in final product (see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per the ESD for the Formulation of Radiation Curable Coatings, Inks, and Adhesives, product sampling wastes are expected to be released to water, incineration, or landfill; due to the lack of industry-specific data, this release is not estimated. It should be noted that EPA expects releases of the chemical from product sampling activities to be relatively low in comparison to the other sources of release in the formulation process. Additionally, EPA indicates the potential for filter waste releases from the radiation curable formulation process, yet there is currently no standard EPA methodology for quantifying the amount of release (see ESD for additional details).","Note that the ESD specifies inhalation exposures from the following activities: (1) Unloading Solid Radiation Curable Components and (2) Cleaning Empty Adhesive Component Containers. Since the exposure estimates are the same for all of the activities (OSHA PNOR PEL Limiting model for amounts > 54 kg/day and EPA/OPPT Small Volume Solids Handling Model for amounts < 54 kg/day), this scenario presents one exposure for all workers.",,,"Note that the ESD specifies dermal exposures to solids from the following activities: (1) Unloading Solid Radiation Curable Components and (2) Cleaning Empty Radiation Curable Component Containers, and dermal exposures to liquids from Loading Liquid Product. This scenario presents one exposure each for liquid and solid for all workers.",0,624,312,"The ESD on the Formulation of Radiation Curable Coatings, Inks, and Adhesives conservatively estimates exposure for up to 39 workers per site. It can be conservatively estimated that all workers are exposed during each activity.          ",0.0,\Help\Formulatiion_of_UVEB_Coatings_2010.pdf,100
2,"Processing: UVEB Curable Coatings, Inks, and Adhesives Formulation (volatile liquid)",1.00000000e+06,"Coating components (liquid, 100% - default if unknown) --> Preheating (optional) --> Unloading from Tank Cars, Totes, or Drums --> Mixing Kettle --> Filter --> Packaging --> UV/EB Coating Product Sold or Used on Site (liquid, 70% - default if unknown).",,,,,,,-1,1,0,0,0,0,0,"The January 2010 Emission Scenario Document (ESD) on the Formulation of Radiation Curable Coatings, Inks, and Adhesives provides default values of 250 operating days/yr; 520 kg radiation curable product/site-batch; 100% PMN in raw material; and 70% in final product (see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per the ESD for the Formulation of Radiation Curable Coatings, Inks, and Adhesives, product sampling wastes are expected to be released to water, incineration, or landfill; due to the lack of industry-specific data, this release is not estimated. It should be noted that EPA expects releases of the chemical from product sampling activities to be relatively low in comparison to the other sources of release in the formulation process. Additionally, EPA indicates the potential for filter waste releases from the radiation curable formulation process, yet there is currently no standard EPA methodology for quantifying the amount of release (see ESD for additional details).","Note that the ESD specifies inhalation exposures for all workers from the following activities: (1) Unloading Radiation Curable Components; (2) Cleaning Empty Radiation Curable Component Containers; (3) Sampling; (4) Equipment Cleaning; (5) Filter Media Change out; and (6) Radiation Curable Product Packaging. Since the exposure estimates are the same for all activities (EPA/OPPT Mass Balance Model), this scenario presents one exposure for all workers. ",,,"Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Liquid Radiation Curable Components; (2) Cleaning Empty Radiation Curable Component Containers; (3) Sampling; (4) Equipment Cleaning; (5) Filter Media Changeout; and (6) Radiation Curable Product Packaging. Since the exposure estimates are the same for all of the activities except sampling (EPA/OPPT 2-Hand Dermal Contact with Liquid Model), this scenario presents one exposure for all workers. The EPA/OPPT 1-Hand Dermal Contact with Liquid Model is suggested for use to estimate dermal exposure from sampling; this scenario does not present this exposure as the EPA/OPPT 2-Hand Dermal Contact with Liquid Model is more conservative and would encompass dermal exposure from this activity. ",0,312,312,"The ESD on the Formulation of Radiation Curable Coatings, Inks, and Adhesives conservatively estimates exposure for up to 39 workers per site. It can be conservatively estimated that all workers are exposed during each activity.       ",0.0,\Help\Formulatiion_of_UVEB_Coatings_2010.pdf,101
